Product Name,Product ID,Image URL,Rating,Total Reviews,Brand,Category Name,Category ID,Product URL
ASDA Party Salt and Pepper Prawns 132g,1000383189437,https://ui.assets-asda.com:443/dm/5063089305812,3.1818,22,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-salt-and-pepper-prawns-132g/1000383189437
Plant Based by ASDA 16 Veggie Fingers,910002378536,https://ui.assets-asda.com:443/dm/5054781082859,4.4602,113,Plant Based by ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/plant-based-by-asda-16-veggie-fingers/910002378536
Schar Gluten Free Curvies Original,1000179260847,https://ui.assets-asda.com:443/dm/8008698031056,4.15,20,Schar,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/schar-gluten-free-curvies-original/1000179260847
Doritos Hot Salsa Dip,910000281163,https://ui.assets-asda.com:443/dm/5000328601380,4.35,20,Doritos,Food Cupboard,1215337189632,https://groceries.asda.com/product/doritos-hot-salsa-dip/910000281163
Popworks Sweet Chipotle Chilli Flavour Popped Crisps,1000383111270,https://ui.assets-asda.com:443/dm/5000328015675,4.0346,376,Popworks,Food Cupboard,1215337189632,https://groceries.asda.com/product/popworks-sweet-chipotle-chilli-flavour-popped-crisps/1000383111270
ASDA Take-Out Club Garlic Mushrooms 300g,1000383188583,https://ui.assets-asda.com:443/dm/5063089309933,3.0909,11,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-take-out-club-garlic-mushrooms-300g/1000383188583
ASDA 12 Mini Garlic Chicken Bites,1000006244042,https://ui.assets-asda.com:443/dm/5054781713814,3.069,29,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-12-mini-garlic-chicken-bites/1000006244042
Tyrrells Sea Salt & Cider Vinegar Sharing Crisps,1000001819752,https://ui.assets-asda.com:443/dm/5060042641406,4.7143,133,Tyrrells,Food Cupboard,1215337189632,https://groceries.asda.com/product/tyrrells-sea-salt-&-cider-vinegar-sharing-crisps/1000001819752
ASDA Seasoned Potato Wedges 750g,1000105386097,https://ui.assets-asda.com:443/dm/5057172080861,4.3951,243,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-seasoned-potato-wedges-750g/1000105386097
ASDA Antipasti Platter 325g,1000383163051,https://ui.assets-asda.com:443/dm/5063089006894,3.7778,9,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-antipasti-platter-325g/1000383163051
ASDA Limited Edition 10 Chicken Tikka Pasties 300g,1000213879470,https://ui.assets-asda.com:443/dm/5057172341634,4.075,40,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-limited-edition-10-chicken-tikka-pasties-300g/1000213879470
Exceptional by ASDA Creamy Wensleydale Cheese,910000335723,https://ui.assets-asda.com:443/dm/5051413985724,4.4242,33,Exceptional by ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/exceptional-by-asda-creamy-wensleydale-cheese/910000335723
ASDA Side for Two Thin Cut Fries 250g,1000383188482,https://ui.assets-asda.com:443/dm/5063089163603,4.25,4,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-side-for-two-thin-cut-fries-250g/1000383188482
Cheese Selection Box,910003092828,https://ui.assets-asda.com:443/dm/5060414535333,3.9143,35,Cheese,Chilled Food,1215660378320,https://groceries.asda.com/product/cheese-selection-box/910003092828
ASDA Take-Out Club Garlic Mushrooms 300g,1000383188583,https://ui.assets-asda.com:443/dm/5063089309933,3.0909,11,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-take-out-club-garlic-mushrooms-300g/1000383188583
ASDA Side For Two Egg Noodles 300g,910002615793,https://ui.assets-asda.com:443/dm/5054781301424,3.9444,18,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-side-for-two-egg-noodles-300g/910002615793
ASDA Take-Out Club Waffle Fries 250g,1000383193194,https://ui.assets-asda.com:443/dm/5063089325421,3.7273,11,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-take-out-club-waffle-fries-250g/1000383193194
ASDA 12 Mini Garlic Chicken Bites,1000006244042,https://ui.assets-asda.com:443/dm/5054781713814,3.069,29,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-12-mini-garlic-chicken-bites/1000006244042
ASDA Main for Two Singapore Style Noodles 400g,910002598731,https://ui.assets-asda.com:443/dm/5054781345916,3.5,26,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-main-for-two-singapore-style-noodles-400g/910002598731
Castello Taste of Hawaii Pineapple & Almond Cream Cheese Ring,910000237200,https://ui.assets-asda.com:443/dm/5760466748780,4.4388,139,Castello,Chilled Food,1215660378320,https://groceries.asda.com/product/castello-taste-of-hawaii-pineapple-&-almond-cream-cheese-ring/910000237200
ASDA Trio of Olives,1000211864880,https://ui.assets-asda.com:443/dm/5057172319381,4.0345,29,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-trio-of-olives/1000211864880
ASDA Take-Out Club Loaded Cheese & Bacon Potato Skins 262g,1000383188712,https://ui.assets-asda.com:443/dm/5063089309964,2.9474,19,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-take-out-club-loaded-cheese-&-bacon-potato-skins-262g/1000383188712
ASDA French Camembert 250g,910001509649,https://ui.assets-asda.com:443/dm/5054070292549,4,75,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-french-camembert-250g/910001509649
ASDA Iberico Cheese & Chorizo Rollitos 88g,1000020585346,https://ui.assets-asda.com:443/dm/5054781872504,4.4038,52,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-iberico-cheese-&-chorizo-rollitos-88g/1000020585346
ASDA 10 Beef & Vegetable Pasties,1000213879529,https://ui.assets-asda.com:443/dm/5057172341627,3.44,50,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-10-beef-&-vegetable-pasties/1000213879529
ASDA Tortilla 500g,1000211864854,https://ui.assets-asda.com:443/dm/5057172319374,3.8667,60,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-tortilla-500g/1000211864854
ASDA 18 Cheese & Onion Rolls,1000213879480,https://ui.assets-asda.com:443/dm/5057172341559,3.475,40,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-18-cheese-&-onion-rolls/1000213879480
ASDA Falafels 220g,1000212268940,https://ui.assets-asda.com:443/dm/5057172319282,3.7045,44,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-falafels-220g/1000212268940
ASDA 6 Pepperoni Pizza Parcels,910001008619,https://ui.assets-asda.com:443/dm/5052449853773,3.6984,63,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-6-pepperoni-pizza-parcels/910001008619
ASDA 12 Cheese Bites,910003217965,https://ui.assets-asda.com:443/dm/5054781674139,3.3896,77,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-12-cheese-bites/910003217965
ASDA Sweet Potato Falafels 220g,910003010781,https://ui.assets-asda.com:443/dm/5054781442028,4.3099,71,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-sweet-potato-falafels-220g/910003010781
ASDA 10 Mini Pork & Pickle Pies,1000213879433,https://ui.assets-asda.com:443/dm/5057172341597,3.9483,58,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-10-mini-pork-&-pickle-pies/1000213879433
ASDA Stuffed Peppers with Cream Cheese,910003043896,https://ui.assets-asda.com:443/dm/5054781525431,4.3333,90,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-stuffed-peppers-with-cream-cheese/910003043896
ASDA 24 Southern Fried Chicken Bites,910003262613,https://ui.assets-asda.com:443/dm/5054781674085,2.5915,71,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-24-southern-fried-chicken-bites/910003262613
ASDA 4 Scotch Eggs 452g,910000425172,https://ui.assets-asda.com:443/dm/5052449194005,3.4961,127,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-4-scotch-eggs-452g/910000425172
ASDA 24 Breaded Chicken Bites 192g,910002408896,https://ui.assets-asda.com:443/dm/5054781103356,2.4,55,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-24-breaded-chicken-bites-192g/910002408896
ASDA 12 Savoury Mini Eggs 216g,910001068170,https://ui.assets-asda.com:443/dm/5052449923599,3.4655,116,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-12-savoury-mini-eggs-216g/910001068170
ASDA 10 Mini Pork Pies,1000213879555,https://ui.assets-asda.com:443/dm/5057172341580,3.8675,83,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-10-mini-pork-pies/1000213879555
ASDA Roast Chicken Flavour Bites 180g,1000127514741,https://ui.assets-asda.com:443/dm/5057172010516,2.875,80,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-roast-chicken-flavour-bites-180g/1000127514741
Boursin Garlic & Herbs Soft French Cream Cheese 150g,13307594,https://ui.assets-asda.com:443/dm/3175460000017,4.7006,177,Boursin,Chilled Food,1215660378320,https://groceries.asda.com/product/boursin-garlic-&-herbs-soft-french-cream-cheese-150g/13307594
ASDA 10 Mini Chicken Breast Skewers 120g,910003181657,https://ui.assets-asda.com:443/dm/5054781441793,3.2892,83,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-10-mini-chicken-breast-skewers-120g/910003181657
ASDA 16 Savoury Mini Eggs,1000213879392,https://ui.assets-asda.com:443/dm/5057172341641,3.8182,66,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-16-savoury-mini-eggs/1000213879392
ASDA  Mini Pork Pies 300g,910001308081,https://ui.assets-asda.com:443/dm/5054070237830,3.837,92,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda--mini-pork-pies-300g/910001308081
ASDA 18 Pork Sausage Rolls,1000213879394,https://ui.assets-asda.com:443/dm/5057172341542,4.0185,54,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-18-pork-sausage-rolls/1000213879394
ASDA Side For One 8 Chicken Skewers 64g,910002621770,https://ui.assets-asda.com:443/dm/5054070050149,3.3614,83,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-side-for-one-8-chicken-skewers-64g/910002621770
ASDA Classic Houmous,1000226714369,https://ui.assets-asda.com:443/dm/5057172342105,3.8786,173,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-classic-houmous/1000226714369
ASDA Classic Houmous,1000226714500,https://ui.assets-asda.com:443/dm/5057172342099,3.8786,173,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-classic-houmous/1000226714500
ASDA 24 Pork Cocktail Sausages,1000199580445,https://ui.assets-asda.com:443/dm/5057172318568,4.1273,55,ASDA,Chilled Food,1215660378320,https://groceries.asda.com/product/asda-24-pork-cocktail-sausages/1000199580445
ASDA 8 Party Mini Prawn Toast 120g,1000383220483,https://ui.assets-asda.com:443/dm/5063089477526,3.5652,23,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-8-party-mini-prawn-toast-120g/1000383220483
ASDA 10 Party Mozzarella & Sweet Chilli Bites 200g,1000383215928,https://ui.assets-asda.com:443/dm/5063089464632,4.5625,16,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-10-party-mozzarella-&-sweet-chilli-bites-200g/1000383215928
ASDA 10 Party Burrito Bites 200g,1000383215926,https://ui.assets-asda.com:443/dm/5063089464625,3.875,8,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-10-party-burrito-bites-200g/1000383215926
ASDA Free From Onion Rings,1000244431943,https://ui.assets-asda.com:443/dm/5054781891451,4.4255,47,ASDA Free From,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-free-from-onion-rings/1000244431943
Itsu 6 Hoisin Duck Bao'Buns,1000280856951,https://ui.assets-asda.com:443/dm/5060262487143,4.5946,37,Itsu,Frozen Food,1215338621416,https://groceries.asda.com/product/itsu-6-hoisin-duck-bao'buns/1000280856951
ASDA Party 8 Minilamb & Mintkoftas 200g,1000383219721,https://ui.assets-asda.com:443/dm/5063089468890,4.4,20,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-8-minilamb-&-mintkoftas-200g/1000383219721
ASDA 12 Party Mini Cottage Pie Yorkshire Puddings 168g,1000383229259,https://ui.assets-asda.com:443/dm/5063089477717,3.5294,17,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-12-party-mini-cottage-pie-yorkshire-puddings-168g/1000383229259
ASDA Party Tandoori Chicken Thigh Bites 240g,1000383189396,https://ui.assets-asda.com:443/dm/5063089305782,4.1481,27,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-tandoori-chicken-thigh-bites-240g/1000383189396
Leon Waffle Fries,1000383171901,https://ui.assets-asda.com:443/dm/5060699971062,4.6957,23,Leon,Frozen Food,1215338621416,https://groceries.asda.com/product/leon-waffle-fries/1000383171901
ASDA Party Salt and Pepper Prawns 132g,1000383189437,https://ui.assets-asda.com:443/dm/5063089305812,3.1818,22,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-salt-and-pepper-prawns-132g/1000383189437
ASDA Party Sticky Chicken Skewer 180g,1000383189410,https://ui.assets-asda.com:443/dm/5063089305805,4.234,47,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-sticky-chicken-skewer-180g/1000383189410
ASDA 25 Party Cheese & Onion Rolls 375g,1000383219671,https://ui.assets-asda.com:443/dm/5063089466360,3.1176,17,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-25-party-cheese-&-onion-rolls-375g/1000383219671
Birds Eye 10 Green Cuisine Vegan Veggie Fingers,1000129843725,https://ui.assets-asda.com:443/dm/5000116102709,4.7679,56,Birds Eye,Frozen Food,1215338621416,https://groceries.asda.com/product/birds-eye-10-green-cuisine-vegan-veggie-fingers/1000129843725
ASDA Extra Special Skin On Beef Dripping Chunky Chips,1000097121641,https://ui.assets-asda.com:443/dm/5057172033294,4.3542,96,ASDA Extra Special,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-extra-special-skin-on-beef-dripping-chunky-chips/1000097121641
Itsu Vegetable Fusion Gyoza 20 Dinner Dumplings,1000383146444,https://ui.assets-asda.com:443/dm/5060262489598,4.3333,24,Itsu,Frozen Food,1215338621416,https://groceries.asda.com/product/itsu-vegetable-fusion-gyoza-20-dinner-dumplings/1000383146444
ASDA 12 Mac 'n' Cheese Bites,1000159964006,https://ui.assets-asda.com:443/dm/5057172169856,2.9344,61,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-12-mac-'n'-cheese-bites/1000159964006
ASDA 12 Party Pigs in Blankets 300g,1000133331326,https://ui.assets-asda.com:443/dm/5054781723769,4.1948,77,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-12-party-pigs-in-blankets-300g/1000133331326
Plant Based by ASDA 16 Veggie Fingers,910002378536,https://ui.assets-asda.com:443/dm/5054781082859,4.4602,113,Plant Based by ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/plant-based-by-asda-16-veggie-fingers/910002378536
ASDA Breaded Garlic Mushrooms 400g,910001504983,https://ui.assets-asda.com:443/dm/5054070479810,3.561,82,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-breaded-garlic-mushrooms-400g/910001504983
Quorn Vegetarian Southern Fried Bites,910001048472,https://ui.assets-asda.com:443/dm/5019503023817,4.5921,76,Quorn,Frozen Food,1215338621416,https://groceries.asda.com/product/quorn-vegetarian-southern-fried-bites/910001048472
Snacksters 20 Chicken Nuggets,1000342163058,https://ui.assets-asda.com:443/dm/5023823002469,3.9143,35,Snacksters,Frozen Food,1215338621416,https://groceries.asda.com/product/snacksters-20-chicken-nuggets/1000342163058
ASDA 16 Party Chilli Cheese Bites 240g,1000133331373,https://ui.assets-asda.com:443/dm/5054781511458,3.5943,175,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-16-party-chilli-cheese-bites-240g/1000133331373
ASDA 10 Party Breaded Halloumi Fries 170g,1000383215935,https://ui.assets-asda.com:443/dm/5063089464618,3.875,24,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-10-party-breaded-halloumi-fries-170g/1000383215935
Birds Eye Chicken Shop Salt & Pepper Chicken Goujons,1000383107214,https://ui.assets-asda.com:443/dm/5000116126996,3.875,16,Birds Eye,Frozen Food,1215338621416,https://groceries.asda.com/product/birds-eye-chicken-shop-salt-&-pepper-chicken-goujons/1000383107214
Deli Cuisine Southern Fried Chicken Strips,1000332101088,https://ui.assets-asda.com:443/dm/5060736490877,2.7021,47,Deli Cuisine,Frozen Food,1215338621416,https://groceries.asda.com/product/deli-cuisine-southern-fried-chicken-strips/1000332101088
Itsu Chicken Gyoza 12 Dinner Dumplings,1000140999813,https://ui.assets-asda.com:443/dm/5060262485583,4.5417,72,Itsu,Frozen Food,1215338621416,https://groceries.asda.com/product/itsu-chicken-gyoza-12-dinner-dumplings/1000140999813
Quorn Vegetarian Crispy Nuggets,1000038368775,https://ui.assets-asda.com:443/dm/5019503025842,4.9062,64,Quorn,Frozen Food,1215338621416,https://groceries.asda.com/product/quorn-vegetarian-crispy-nuggets/1000038368775
ASDA 26 Cocktail Pork Sausages,910001489819,https://ui.assets-asda.com:443/dm/5054070455241,4.0986,71,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-26-cocktail-pork-sausages/910001489819
ASDA 12 Party Duck Spring Rolls 216g,1000133331263,https://ui.assets-asda.com:443/dm/5054781997795,4.1757,74,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-12-party-duck-spring-rolls-216g/1000133331263
ASDA 12 Cheesy Mini Pizzas,1000159248714,https://ui.assets-asda.com:443/dm/5057172169573,4.2029,69,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-12-cheesy-mini-pizzas/1000159248714
Deli Cuisine Crispy Chicken Strips,1000332101042,https://ui.assets-asda.com:443/dm/5060736490853,2.7059,51,Deli Cuisine,Frozen Food,1215338621416,https://groceries.asda.com/product/deli-cuisine-crispy-chicken-strips/1000332101042
McCain Lightly Spiced Wedges,1000216498434,https://ui.assets-asda.com:443/dm/5010228005218,4.7162,74,McCain,Frozen Food,1215338621416,https://groceries.asda.com/product/mccain-lightly-spiced-wedges/1000216498434
ASDA Seasoned French Fries,910001167356,https://ui.assets-asda.com:443/dm/5054070003725,3.5658,152,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-seasoned-french-fries/910001167356
ASDA Party 12 Mozzarella Sticks,1000141232879,https://ui.assets-asda.com:443/dm/5057172135196,3.8017,116,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-party-12-mozzarella-sticks/1000141232879
ASDA Beer Battered Whole Onion Rings 400g,1000044365933,https://ui.assets-asda.com:443/dm/5054781892250,4.1611,180,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-beer-battered-whole-onion-rings-400g/1000044365933
ASDA Battered Onion Rings,910001504971,https://ui.assets-asda.com:443/dm/5054070479797,4.3727,110,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-battered-onion-rings/910001504971
ASDA Straight Cut Chips 1.5kg,1000106846633,https://ui.assets-asda.com:443/dm/5057172080984,3.2297,222,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-straight-cut-chips-1.5kg/1000106846633
ASDA BBQ Chicken Wings 1kg,910003035398,https://ui.assets-asda.com:443/dm/5054781516620,3.1122,98,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-bbq-chicken-wings-1kg/910003035398
ASDA Curly Fries,66397596,https://ui.assets-asda.com:443/dm/5050854989889,4.2386,176,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-curly-fries/66397596
ASDA Crispy Chicken Bites,910001761219,https://ui.assets-asda.com:443/dm/5054070581162,3.9155,71,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-crispy-chicken-bites/910001761219
ASDA Seasoned Potato Wedges 750g,1000105386097,https://ui.assets-asda.com:443/dm/5057172080861,4.3951,243,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-seasoned-potato-wedges-750g/1000105386097
ASDA Hot & Spicy Chicken Breast Strips,1000050693343,https://ui.assets-asda.com:443/dm/5054781950493,3.8667,60,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-hot-&-spicy-chicken-breast-strips/1000050693343
Birds Eye 10 Potato Waffles,910000993784,https://ui.assets-asda.com:443/dm/5000116107810,4.529,138,Birds Eye,Frozen Food,1215338621416,https://groceries.asda.com/product/birds-eye-10-potato-waffles/910000993784
ASDA Crispy Homestyle Chips 1.5kg,1000105385996,https://ui.assets-asda.com:443/dm/5057172080885,4.4472,360,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-crispy-homestyle-chips-1.5kg/1000105385996
ASDA Crispy Chicken Breast Strips,1000050693016,https://ui.assets-asda.com:443/dm/5054781950486,3.9149,94,ASDA,Frozen Food,1215338621416,https://groceries.asda.com/product/asda-crispy-chicken-breast-strips/1000050693016
Birds Eye 38 Chicken Dippers,1000026958385,https://ui.assets-asda.com:443/dm/5000116123919  ,3.9711,173,Birds Eye,Frozen Food,1215338621416,https://groceries.asda.com/product/birds-eye-38-chicken-dippers/1000026958385
ASDA Salt & Vinegar Peanuts,1000204585092,https://ui.assets-asda.com:443/dm/5057172329304,3.1163,43,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-salt-&-vinegar-peanuts/1000204585092
Popworks Salted Toffee Sharing Popped Crisps 85g,1000383185156,https://ui.assets-asda.com:443/dm/5000328018652,4,6,Popworks,Food Cupboard,1215337189632,https://groceries.asda.com/product/popworks-salted-toffee-sharing-popped-crisps-85g/1000383185156
Walkers Max Pizza Hut Pepperoni Feast Sharing Crisps 140g,1000383183034,https://ui.assets-asda.com:443/dm/5000328022550,2.625,8,Walkers,Food Cupboard,1215337189632,https://groceries.asda.com/product/walkers-max-pizza-hut-pepperoni-feast-sharing-crisps-140g/1000383183034
Popworks Sweet Chipotle Chilli Flavour Popped Crisps,1000383111270,https://ui.assets-asda.com:443/dm/5000328015675,4.0346,376,Popworks,Food Cupboard,1215337189632,https://groceries.asda.com/product/popworks-sweet-chipotle-chilli-flavour-popped-crisps/1000383111270
Proper Corn Sweet Popcorn,1000383177105,https://ui.assets-asda.com:443/dm/5060283762793,4,5,Proper Corn,Food Cupboard,1215337189632,https://groceries.asda.com/product/proper-corn-sweet-popcorn/1000383177105
Popworks Sweet BBQ Sharing Popped Crisps,1000383111194,https://ui.assets-asda.com:443/dm/5000328015613,3.7692,13,Popworks,Food Cupboard,1215337189632,https://groceries.asda.com/product/popworks-sweet-bbq-sharing-popped-crisps/1000383111194
Marmite Oven Baked Peanuts,1000383107521,https://ui.assets-asda.com:443/dm/5055958704239,4.4268,164,Marmite,Food Cupboard,1215337189632,https://groceries.asda.com/product/marmite-oven-baked-peanuts/1000383107521
Propercorn Lightly Sea Salted Popcorn Sharing Bag,910003027833,https://ui.assets-asda.com:443/dm/5060283760041,4.4,10,Propercorn,Food Cupboard,1215337189632,https://groceries.asda.com/product/propercorn-lightly-sea-salted-popcorn-sharing-bag/910003027833
Schar Gluten Free Curvies BBQ,1000179260893,https://ui.assets-asda.com:443/dm/8008698031032,4.75,16,Schar,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/schar-gluten-free-curvies-bbq/1000179260893
Walkers Monster Munch Giants Roast Beef Crisps Sharing Bag,1000204585143,https://ui.assets-asda.com:443/dm/5000328219844,4.4286,7,Walkers,Food Cupboard,1215337189632,https://groceries.asda.com/product/walkers-monster-munch-giants-roast-beef-crisps-sharing-bag/1000204585143
Popchips Sea Salt Sharing Crisps,910001571087,https://ui.assets-asda.com:443/dm/5060292308104,4.1389,108,Popchips,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/popchips-sea-salt-sharing-crisps/910001571087
Popchips Sea Salt and Vinegar Sharing Crisps,910001571608,https://ui.assets-asda.com:443/dm/5060292308500,4.5847,118,Popchips,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/popchips-sea-salt-and-vinegar-sharing-crisps/910001571608
Walkers Max Strong Chilli & Lime Sharing Double Coated Peanuts,1000329558290,https://ui.assets-asda.com:443/dm/5000328316666,3.2308,13,Walkers,Food Cupboard,1215337189632,https://groceries.asda.com/product/walkers-max-strong-chilli-&-lime-sharing-double-coated-peanuts/1000329558290
Walkers Max Strong Jalapeño & Cheese Sharing Double Coated Peanuts,1000329558244,https://ui.assets-asda.com:443/dm/5000328316741,4.0952,21,Walkers,Food Cupboard,1215337189632,https://groceries.asda.com/product/walkers-max-strong-jalapeño-&-cheese-sharing-double-coated-peanuts/1000329558244
Walkers Max Pizza Hut Texan BBQ Sharing Crisps 140g,1000383183244,https://ui.assets-asda.com:443/dm/5000328022673,4.125,16,Walkers,Food Cupboard,1215337189632,https://groceries.asda.com/product/walkers-max-pizza-hut-texan-bbq-sharing-crisps-140g/1000383183244
Butterkist Simply Salted Popcorn,1000018796202,https://ui.assets-asda.com:443/dm/5000237126837,3.4286,7,Butterkist,Food Cupboard,1215337189632,https://groceries.asda.com/product/butterkist-simply-salted-popcorn/1000018796202
Space Raiders Pickled Onion Sharing Crisps,1000216700291,https://ui.assets-asda.com:443/dm/5000237134047,4.7015,67,Space Raiders,Food Cupboard,1215337189632,https://groceries.asda.com/product/space-raiders-pickled-onion-sharing-crisps/1000216700291
Sensations Smoked Chilli Coated Sharing Peanuts 150g,910001297087,https://ui.assets-asda.com:443/dm/5000328228082,4.45,20,Sensations,Food Cupboard,1215337189632,https://groceries.asda.com/product/sensations-smoked-chilli-coated-sharing-peanuts-150g/910001297087
"Graze Snack Mix, Marmite",1000350528492,https://ui.assets-asda.com:443/dm/5055958704161,4.4712,191,Graze,Food Cupboard,1215337189632,"https://groceries.asda.com/product/graze-snack-mix,-marmite/1000350528492"
ASDA Roasted & Salted Almonds,1000003092466,https://ui.assets-asda.com:443/dm/5054781741251,3.9524,21,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-roasted-&-salted-almonds/1000003092466
Propercorn Sweet & Salty Popcorn Sharing Bag,910002962691,https://ui.assets-asda.com:443/dm/5060283760072,4.125,16,Propercorn,Food Cupboard,1215337189632,https://groceries.asda.com/product/propercorn-sweet-&-salty-popcorn-sharing-bag/910002962691
KP Flavour Kravers Flame Grilled Steak Peanuts,1000350287521,https://ui.assets-asda.com:443/dm/5000237137802,4.5385,65,KP,Food Cupboard,1215337189632,https://groceries.asda.com/product/kp-flavour-kravers-flame-grilled-steak-peanuts/1000350287521
ASDA 3 Raisin Mix 200g,1000373536180,https://ui.assets-asda.com:443/dm/5054781718475,4.1143,35,ASDA,"Fruit, Veg & Flowers",1215686352935,https://groceries.asda.com/product/asda-3-raisin-mix-200g/1000373536180
ASDA Chive & Onion Mini Twists 125g,30827410,https://ui.assets-asda.com:443/dm/5050854539879,4.1579,38,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-chive-&-onion-mini-twists-125g/30827410
ASDA Sea Salt & Black Pepper Cashews 150g,1000383119163,https://ui.assets-asda.com:443/dm/5063089001769,4.8889,9,ASDA,Food Cupboard,1215337189632,https://groceries.asda.com/product/asda-sea-salt-&-black-pepper-cashews-150g/1000383119163
Properchips Sour Cream & Chive Flavour Lentil Chips 85g,1000132169252,https://ui.assets-asda.com:443/dm/5060283762229,4.6087,23,Properchips,Dietary & Lifestyle,1215686355606,https://groceries.asda.com/product/properchips-sour-cream-&-chive-flavour-lentil-chips-85g/1000132169252
