website|product_url|product_name|brand|original_price|sale_price|category|product_sku|total_number_of_reviews|1_star|2_star|3_star|4_star|5_star|date_of_purchase|place_of_purchase|review_title|review_text
MMLaFleur|https://mmlafleur.com/products/clemens-white|Clemens Flex Shirt - Knit Poplin :: White|||249|Tops|7920722378947|25|0|0|0|5|20|2025-05-03||Love this shirt- it is|Love this shirt- it is super comfortable, soft and looks crisp even though it is a knit. It would be great to have in more colors.
MMLaFleur|https://mmlafleur.com/products/clemens-white|Clemens Flex Shirt - Knit Poplin :: White|||249|Tops|7920722378947|25|0|0|0|5|20|2025-05-01||I’m getting lots of compliments|I’m getting lots of compliments on this — it is VERY fitted, so take that into account when ordering. The only thing that prevents this from being a five star review is that the upper arms are too tight. Not enough to return it but enough to make me slightly self conscious. Everything else is great. I love the fabric and the color is gorgeous
MMLaFleur|https://mmlafleur.com/products/clemens-white|Clemens Flex Shirt - Knit Poplin :: White|||249|Tops|7920722378947|25|0|0|0|5|20|2025-04-30||Love it! First, fabric and|Love it! First, fabric and hydrangea color fabulous. While the Filomena in the XS swam on me, the size S fit me perfectly in this. For comparison, I wear a size 2 Etsuko dress, size 2 Yiyan blazer, XS Antoinia top and XS Nora top. Size M preference in Axam turtleneck and other similar ribbed knit tops.
MMLaFleur|https://mmlafleur.com/products/clemens-white|Clemens Flex Shirt - Knit Poplin :: White|||249|Tops|7920722378947|25|0|0|0|5|20|2025-04-28||Love it!|Love it!
MMLaFleur|https://mmlafleur.com/products/avi-marmalade|Avi Scoopneck T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||50|Tops|8023705911491|11|0|0|0|1|10|2025-05-15||Almost Perfect|Loved the concept…. but found the color to be too bright so returned it, please make this in softer colors…the cut and fabric are great.
MMLaFleur|https://mmlafleur.com/products/avi-marmalade|Avi Scoopneck T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||50|Tops|8023705911491|11|0|0|0|1|10|2025-05-07||Beautiful. I get many compliments|Beautiful. I get many compliments when I wear it in purple
MMLaFleur|https://mmlafleur.com/products/avi-marmalade|Avi Scoopneck T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||50|Tops|8023705911491|11|0|0|0|1|10|2025-05-06||The neckline of the Avi|The neckline of the Avi is gorgeous, and the marmalade is such a fun color for summer!
MMLaFleur|https://mmlafleur.com/products/avi-marmalade|Avi Scoopneck T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||50|Tops|8023705911491|11|0|0|0|1|10|2025-04-23||Add to your wardrobe|Great color addition to a wardrobe and very comfortable
MMLaFleur|https://mmlafleur.com/products/avi-marmalade|Avi Scoopneck T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||50|Tops|8023705911491|11|0|0|0|1|10|2025-04-05||Great color and fit!|Great color and fit!
MMLaFleur|https://mmlafleur.com/products/annika-black|Annika Tee - Washable Silk :: Black|||199|Tops|6808597528771|47|0|0|1|12|34|2025-04-28||great silk|I like it, I have one I purchased a year or so ago in pink. I can wash it on delicate for a few minutes and it is fine. I light iron it and good to go. I am watching your website to fine other colors. Love this silk.
MMLaFleur|https://mmlafleur.com/products/annika-black|Annika Tee - Washable Silk :: Black|||199|Tops|6808597528771|47|0|0|1|12|34|2025-03-08||I love the Annika Tee|I love the Annika Tee and have it multiple colors. I’m not quite 5’3” so the shorter cut of this style allows it to be worn both tucked or out. I normally wear a size 10 or 12 in MM tops but the Large was just too baggy so exchanged for a Medium which fit perfectly. This top can be worn for casual weekend outings or more formal events. Love, love, love the Annika.
MMLaFleur|https://mmlafleur.com/products/annika-black|Annika Tee - Washable Silk :: Black|||199|Tops|6808597528771|47|0|0|1|12|34|2025-03-08||This top seems to run|This top seems to run a bit large. I typically wear a size 10 or 12 in tops but the Large was too big so exchanged for a Medium which fit just right. The Annika Tee is comfortable like a T-Shirt but elevated so I can wear it dressed up or more casual. The only downside and thus the 4 star rating is the Ivory is very sheer.
MMLaFleur|https://mmlafleur.com/products/annika-black|Annika Tee - Washable Silk :: Black|||199|Tops|6808597528771|47|0|0|1|12|34|2024-12-09||I love this shirt. So|I love this shirt. So versatile.
MMLaFleur|https://mmlafleur.com/products/annika-black|Annika Tee - Washable Silk :: Black|||199|Tops|6808597528771|47|0|0|1|12|34|2024-10-05||Nice fit. Formal material makes|Nice fit. Formal material makes it good for a work top.
MMLaFleur|https://mmlafleur.com/products/jules-eggshell|Jules Top - Everyday Crepe with Topstitch :: Eggshell|||199|Tops|8093149692099|5|0|0|0|3|2|2025-06-05||Beautifully made top.|Beautifully made top.
MMLaFleur|https://mmlafleur.com/products/jules-eggshell|Jules Top - Everyday Crepe with Topstitch :: Eggshell|||199|Tops|8093149692099|5|0|0|0|3|2|2025-03-12||It’s a great top.|It’s a great top.
MMLaFleur|https://mmlafleur.com/products/jules-eggshell|Jules Top - Everyday Crepe with Topstitch :: Eggshell|||199|Tops|8093149692099|5|0|0|0|3|2|2024-10-20||Narrow through the chest|Great fabric, but didn't fit my body type. Narrow through the chest and long in the sleeves. Would have made a very cute set with the matching pants but had to return.
MMLaFleur|https://mmlafleur.com/products/jules-eggshell|Jules Top - Everyday Crepe with Topstitch :: Eggshell|||199|Tops|8093149692099|5|0|0|0|3|2|2024-10-03||Love the color, and the|Love the color, and the topstitching and cut of the sleeve add architectural detail. Unfortunately, I was between sizes. My usual size was a touch tight in the upper arm and the next size up was too large through the bust.
MMLaFleur|https://mmlafleur.com/products/jules-eggshell|Jules Top - Everyday Crepe with Topstitch :: Eggshell|||199|Tops|8093149692099|5|0|0|0|3|2|2024-09-25||The sleeves are a little|The sleeves are a little weird and heavy but the color is stunning on me— makes my fair skin and blue eyes light up. I just roll up the cuffs and push up the sleeves. TTS. Looks very cute with jeans. Looks good and more polished with ocean color Zhou’s or the coordinating Arlo pant.
MMLaFleur|https://mmlafleur.com/products/soyoung-t-shirt-fine-rib-cotton-ivory|Soyoung T-Shirt - Organic Ribbed Pima Cotton :: Ivory|||80|Tops|7676222472387|84|1|0|5|8|70|2025-04-16||I’m normally a 6 on|I’m normally a 6 on top and ordered a M. It fit beautifully but the Ivory was just a touch too sheer for me (I could see a shadow outlining my flesh colored bra. ) If this was offered in a fun pink, purple, or other jewel tone, I’d buy it.
MMLaFleur|https://mmlafleur.com/products/soyoung-t-shirt-fine-rib-cotton-ivory|Soyoung T-Shirt - Organic Ribbed Pima Cotton :: Ivory|||80|Tops|7676222472387|84|1|0|5|8|70|2025-04-10||Great layering piece. It's become|"Great layering piece. It's become a new ""go to"" for me - perfect under blazers and stands on its own if I want to take the blazer off. Flattering and comfortable."
MMLaFleur|https://mmlafleur.com/products/soyoung-t-shirt-fine-rib-cotton-ivory|Soyoung T-Shirt - Organic Ribbed Pima Cotton :: Ivory|||80|Tops|7676222472387|84|1|0|5|8|70|2025-03-08||Best work tee, please make more|I have six of these and they are the most flattering, effortless top for work. I'm sad to see they seem to be phasing out. . . I would buy every color! The sleeve length and neckline are great for petites. None of the other t-shirt cuts are quite as good.
MMLaFleur|https://mmlafleur.com/products/soyoung-t-shirt-fine-rib-cotton-ivory|Soyoung T-Shirt - Organic Ribbed Pima Cotton :: Ivory|||80|Tops|7676222472387|84|1|0|5|8|70|2025-01-16||I have been buying these|I have been buying these in different colors throughout the year. Extremely soft, comfortable, and above quality in comparison to other brands I purchased in the past. Easy to travel with, and can be worn with a variety of bottoms. Definitely worth investing in.
MMLaFleur|https://mmlafleur.com/products/soyoung-t-shirt-fine-rib-cotton-ivory|Soyoung T-Shirt - Organic Ribbed Pima Cotton :: Ivory|||80|Tops|7676222472387|84|1|0|5|8|70|2025-01-11|||Flattering, just right T
MMLaFleur|https://mmlafleur.com/products/larissa-light-gray-black|Larissa Pointelle Sweater - Cotton Silk Knit :: Light Gray/Black|||229|Tops|8041538355395|32|0|0|0|2|30|2025-06-05||I loved everything about this|I loved everything about this sweater. I had it in size large in the pink, but the Syrah was not available in large so I thought I would try the medium. It was a bit tight and a bit short so I had to return it. I would have exchanged it for the large, but there were no sizes left in this style in the Syrah color. Beautiful fabric, great design with buttons down the back. Colleagues at work have commented on the pink one that I already had. More like this, please!
MMLaFleur|https://mmlafleur.com/products/larissa-light-gray-black|Larissa Pointelle Sweater - Cotton Silk Knit :: Light Gray/Black|||229|Tops|8041538355395|32|0|0|0|2|30|2025-04-27||Love this new twist on|Love this new twist on a basic. Perfect silk/cotton blend, too.
MMLaFleur|https://mmlafleur.com/products/larissa-light-gray-black|Larissa Pointelle Sweater - Cotton Silk Knit :: Light Gray/Black|||229|Tops|8041538355395|32|0|0|0|2|30|2025-04-27||Love it. The quality and|Love it. The quality and the detailing is so nice. The buttons in back add something extra. This color is so pretty.
MMLaFleur|https://mmlafleur.com/products/larissa-light-gray-black|Larissa Pointelle Sweater - Cotton Silk Knit :: Light Gray/Black|||229|Tops|8041538355395|32|0|0|0|2|30|2025-04-20||Top quality|The quality of the material is superb. The style is so classy. This top can be worn casually and also is very chic with a blazer or dressy jacket. The cotton/silk blend is the most comfortable blend ever!
MMLaFleur|https://mmlafleur.com/products/larissa-light-gray-black|Larissa Pointelle Sweater - Cotton Silk Knit :: Light Gray/Black|||229|Tops|8041538355395|32|0|0|0|2|30|2025-04-12||I absolutely love this sweater!|I absolutely love this sweater!
MMLaFleur|https://mmlafleur.com/products/brooke-antique-blue|Brooke Definition Top - Eco Soft Wave :: Soft Navy|||199|Tops|8023709221059|11|0|0|0|0|11|2025-05-03||This top is perfect. The|This top is perfect. The fabric is amazing, with a beautiful drape, odor resistant and wrinkle resistant. The design makes me feel beautiful. It is a very flattering top and I would love to have it in more colors (I have it in ivory and navy)
MMLaFleur|https://mmlafleur.com/products/brooke-antique-blue|Brooke Definition Top - Eco Soft Wave :: Soft Navy|||199|Tops|8023709221059|11|0|0|0|0|11|2025-04-26||So pretty and packable!|So pretty and packable!
MMLaFleur|https://mmlafleur.com/products/brooke-antique-blue|Brooke Definition Top - Eco Soft Wave :: Soft Navy|||199|Tops|8023709221059|11|0|0|0|0|11|2025-04-14||Beautiful blouse. Ordered wrong size.|Beautiful blouse. Ordered wrong size. Unfortunately, Had to return it.
MMLaFleur|https://mmlafleur.com/products/brooke-antique-blue|Brooke Definition Top - Eco Soft Wave :: Soft Navy|||199|Tops|8023709221059|11|0|0|0|0|11|2025-04-02||Flattering fit, and very easy|Flattering fit, and very easy to care for.
MMLaFleur|https://mmlafleur.com/products/brooke-antique-blue|Brooke Definition Top - Eco Soft Wave :: Soft Navy|||199|Tops|8023709221059|11|0|0|0|0|11|2025-03-04||This is my second Brooke,|This is my second Brooke, which says a lot about how much I like it. Elegant and the neckline is tidy under my jackets.
MMLaFleur|https://mmlafleur.com/products/peggy-black|Peggy Top - Eco 365Knit :: Black|||159|Tops|7664641278147|79|0|0|4|10|65|2025-04-19||Modern silhouette combined with comfort|Modern silhouette combined with comfort makes this Peggy top a chic choice for the office. Combined with the matching color Merritt wrap jardigan, I get compliments every time I wear it.
MMLaFleur|https://mmlafleur.com/products/peggy-black|Peggy Top - Eco 365Knit :: Black|||159|Tops|7664641278147|79|0|0|4|10|65|2025-04-04||Was very nice but returned|Was very nice but returned as rest of suit wasn’t petite friendly.
MMLaFleur|https://mmlafleur.com/products/peggy-black|Peggy Top - Eco 365Knit :: Black|||159|Tops|7664641278147|79|0|0|4|10|65|2025-03-17||This is a perfect knit|This is a perfect knit white tank! Goes with everything. An absolute closet staple.
MMLaFleur|https://mmlafleur.com/products/peggy-black|Peggy Top - Eco 365Knit :: Black|||159|Tops|7664641278147|79|0|0|4|10|65|2024-12-26||Wish it came with more patterns! A stripe along the side would look super sharp!|I love the depth of the V, as I love to showcase my necklaces. The design matches my body shape it can easily be styled with a suit jacket, a sweater over, or worn with a pair of colorful suit pants.
MMLaFleur|https://mmlafleur.com/products/peggy-black|Peggy Top - Eco 365Knit :: Black|||159|Tops|7664641278147|79|0|0|4|10|65|2024-12-15||love the feel/fet!|love the feel/fet!
MMLaFleur|https://mmlafleur.com/products/amina-blueprint-sketch|Amina Ruched Top - Printed Jersey :: Blueprint Sketch|||199|Tops|8020799422659|2|0|0|0|2|0|2025-04-22||The Amina in Blueprint is|The Amina in Blueprint is a lovely top with beautiful fabric which does not fully translate in the photos. There are multiple shades of blue and gray in this subtle print. Ultimately, I returned this top as the fit was not quite right for me. I am curvier than the models and thought it would be more form fitting on me. However, it is drapier and less curve hugging than I was expecting.
MMLaFleur|https://mmlafleur.com/products/amina-blueprint-sketch|Amina Ruched Top - Printed Jersey :: Blueprint Sketch|||199|Tops|8020799422659|2|0|0|0|2|0|2025-04-20||A little tighter than I|A little tighter than I thought it would be but nice enough. Probably not worth purchasing unless on sale.
MMLaFleur|https://mmlafleur.com/products/lagarde-ivory|Lagarde Shirt - Eco Soft Wave :: Ivory|||239|Tops|7714947793091|84|0|0|7|14|63|2025-04-20||Beautiful color, and love that|Beautiful color, and love that it’s machine washable. I have 8 Lagarde shirts…kind of obsessed.
MMLaFleur|https://mmlafleur.com/products/lagarde-ivory|Lagarde Shirt - Eco Soft Wave :: Ivory|||239|Tops|7714947793091|84|0|0|7|14|63|2025-04-19||Nice weight to the fabric|Nice weight to the fabric and nice quality. I still had to wear just the right underpinning to avoid gaping.
MMLaFleur|https://mmlafleur.com/products/lagarde-ivory|Lagarde Shirt - Eco Soft Wave :: Ivory|||239|Tops|7714947793091|84|0|0|7|14|63|2025-04-12||This shirt is beautiful and|This shirt is beautiful and high quality
MMLaFleur|https://mmlafleur.com/products/lagarde-ivory|Lagarde Shirt - Eco Soft Wave :: Ivory|||239|Tops|7714947793091|84|0|0|7|14|63|2025-02-12||The feel is so luxurious|The feel is so luxurious like fine silk. The quality is unmatched and the care is simple. I love the espresso color and plan to buy more chocolate colored pieces.
MMLaFleur|https://mmlafleur.com/products/lagarde-ivory|Lagarde Shirt - Eco Soft Wave :: Ivory|||239|Tops|7714947793091|84|0|0|7|14|63|2024-12-22||Similar to the prior version|Similar to the prior version except in the new eco soft wave fabric (glad it’s still machine washable!) and the new letter sizing seems to be more like the smaller of the 2 numbers - I have the prior version in a 6 and the new version fits the same even though a M is a 6-8 by the size chart.
MMLaFleur|https://mmlafleur.com/products/annmarie-ivory|Annmarie Drape Top - Eco Soft Wave :: Ivory|||269|Tops|8020799455427|2|0|0|0|0|2|2025-05-03||First time I’ve been complimented|First time I’ve been complimented on a blouse I was wearing in years. Made me feel like a queen. So regal.
MMLaFleur|https://mmlafleur.com/products/annmarie-ivory|Annmarie Drape Top - Eco Soft Wave :: Ivory|||269|Tops|8020799455427|2|0|0|0|0|2|2025-04-27||This is a beautiful and|This is a beautiful and elegant top from the lovely neckline drape to the gorgeous fabric, to the covered cuff buttons It does run large Perfect tucked or untucked. Hope it's offered in additional colors!
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-04-21||Gorgeous color|Love the fabric and fit of this shirt. Looks professional, but is very comfortable. Color is fantastic. Runs very large. I ordered a size smaller than my normal.
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-04-12||Loved color and jacket. Returned|Loved color and jacket. Returned for smaller size, much too big and hoping for right fit.
MMLaFleur|https://mmlafleur.com/products/russell-bluebell|Russell Button Down - Washable Wool Twill :: Bluebell|||299|Tops|8024745803971|3|0|0|0|0|3|2025-03-29||This Shacket style is a|This Shacket style is a sleeper hit and a perfect addition to my power casual wardrobe. The wool is substantial yet refined, not too thick. I love wearing it as an easy layer over other tops for both warmth and style. It runs large, so went with a small rather than my usual medium. The color is absolutely gorgeous l, complements many others and will play well for most seasons. Perfect for 60 degree weather.
MMLaFleur|https://mmlafleur.com/products/marcia-marmalade|Marcia Layering T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||60|Tops|8023708139715|39|1|2|2|6|28|2025-06-11||Loved everything about this tee.|Loved everything about this tee. The color is fabulous. Love the neckline -very flattering, but not too deep or revealing. The quality of the cotton is simply fantastic - it's incredibly soft and comfortable on a summer day. I would buy more of this if there were other bright colors.
MMLaFleur|https://mmlafleur.com/products/marcia-marmalade|Marcia Layering T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||60|Tops|8023708139715|39|1|2|2|6|28|2025-04-22||I am a huge fan|I am a huge fan of MMLF's pima cotton tops, I love all of the different styles. The Marcia in Marmalade is my first of this style and second in this color, I like the wide scoop neck. What I love about these pima cotton tops is that they are form fitting without being tight or unforgiving. The Marmalade is a great, bright orange-coral. Please make these forever and in all the colors.
MMLaFleur|https://mmlafleur.com/products/marcia-marmalade|Marcia Layering T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||60|Tops|8023708139715|39|1|2|2|6|28|2025-04-10||Comfortable and flattering. The color|Comfortable and flattering. The color is lovely - a nice soft ivory. It goes with everything. A great layering piece under blazers or cardigans.
MMLaFleur|https://mmlafleur.com/products/marcia-marmalade|Marcia Layering T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||60|Tops|8023708139715|39|1|2|2|6|28|2025-03-21||Love the color and comfort.|Love the color and comfort. Makes me feel relaxed, pretty and put together.
MMLaFleur|https://mmlafleur.com/products/marcia-marmalade|Marcia Layering T-Shirt - Organic Ribbed Pima Cotton :: Marmalade|||60|Tops|8023708139715|39|1|2|2|6|28|2025-01-13||These tees are amazing and|These tees are amazing and well worth the price. I own several, and have had them for several years now. I really need a replacement for my Marcia that is now three years old but MM is sold out. Please restock, I beg!
MMLaFleur|https://mmlafleur.com/products/jamie-morning-sky|Jamie Pointelle Tank - Light Merino :: Morning Sky|||199|Tops|8022045130947|7|0|0|0|2|5|2025-03-18||Beautiful color and fit|Beautiful color and fit
MMLaFleur|https://mmlafleur.com/products/jamie-morning-sky|Jamie Pointelle Tank - Light Merino :: Morning Sky|||199|Tops|8022045130947|7|0|0|0|2|5|2025-03-18||Pretty and comfortable|Pretty and comfortable
MMLaFleur|https://mmlafleur.com/products/jamie-morning-sky|Jamie Pointelle Tank - Light Merino :: Morning Sky|||199|Tops|8022045130947|7|0|0|0|2|5|2025-03-17||I love the color. The|I love the color. The fabric is high-quality.
MMLaFleur|https://mmlafleur.com/products/jamie-morning-sky|Jamie Pointelle Tank - Light Merino :: Morning Sky|||199|Tops|8022045130947|7|0|0|0|2|5|2025-03-07||I love the color in|I love the color in the Morning Sky and the slight detailing on this Tank. Its TTS and is the perfect weight. The only reason I downgraded it one star is that I wish it was an hafl inch to inch longer.
MMLaFleur|https://mmlafleur.com/products/jamie-morning-sky|Jamie Pointelle Tank - Light Merino :: Morning Sky|||199|Tops|8022045130947|7|0|0|0|2|5|2025-03-01||Lovely color and excellent quality.|Lovely color and excellent quality. Unfortunately it is too big and baggy on me. For reference, I typically wear sizes 0 petite, 00 regular and sometimes 0. I bought the cardigan version too, and while that also runs large, it drapes nicely and looks flattering.
MMLaFleur|https://mmlafleur.com/products/rosalia-morning-sky|Rosalia Pointelle Cardigan - Light Merino :: Morning Sky|||299|Tops|8036890706115|6|0|0|0|2|4|2025-03-18||Nice material. Runs a little|Nice material. Runs a little large.
MMLaFleur|https://mmlafleur.com/products/rosalia-morning-sky|Rosalia Pointelle Cardigan - Light Merino :: Morning Sky|||299|Tops|8036890706115|6|0|0|0|2|4|2025-03-17||The armholes are a bit|The armholes are a bit over sized, but otherwise it’s very nice quality.
MMLaFleur|https://mmlafleur.com/products/rosalia-morning-sky|Rosalia Pointelle Cardigan - Light Merino :: Morning Sky|||299|Tops|8036890706115|6|0|0|0|2|4|2025-03-05||Perfect for S. C. weather when|Perfect for S. C. weather when you don't want to wear a blazer but still have that finished look.
MMLaFleur|https://mmlafleur.com/products/rosalia-morning-sky|Rosalia Pointelle Cardigan - Light Merino :: Morning Sky|||299|Tops|8036890706115|6|0|0|0|2|4|2025-03-01||Lovely color and excellent quality.|Lovely color and excellent quality. It is a little oversized on me (normally 0 petite), but the drape makes it look more elegant than sloppy. The buttons come up high enough to wear as a regular top.
MMLaFleur|https://mmlafleur.com/products/rosalia-morning-sky|Rosalia Pointelle Cardigan - Light Merino :: Morning Sky|||299|Tops|8036890706115|6|0|0|0|2|4|2025-02-27||I bought both the cardigan|I bought both the cardigan and the tank - love them both. Perfect for spring!
MMLaFleur|https://mmlafleur.com/products/mira-ombre-floral|Mira Anywhere Top - Printed Viscose :: Ombre Floral|||299|Tops|8022044541123|6|0|0|0|1|5|2025-04-27||Beautiful top; it is a|Beautiful top; it is a stand-out in my wardrobe. I am normally a medium and ordered a small because it was the only size left, but it fit! This shirt will be a staple in my work wardrobe for years to come!
MMLaFleur|https://mmlafleur.com/products/mira-ombre-floral|Mira Anywhere Top - Printed Viscose :: Ombre Floral|||299|Tops|8022044541123|6|0|0|0|1|5|2025-04-05||Delightful and bright|Delightful and bright
MMLaFleur|https://mmlafleur.com/products/mira-ombre-floral|Mira Anywhere Top - Printed Viscose :: Ombre Floral|||299|Tops|8022044541123|6|0|0|0|1|5|2025-03-17||Beautiful material, fits well in|Beautiful material, fits well in shoulder and bust but too big in waist. I will need to get this tailored.
MMLaFleur|https://mmlafleur.com/products/mira-ombre-floral|Mira Anywhere Top - Printed Viscose :: Ombre Floral|||299|Tops|8022044541123|6|0|0|0|1|5|2025-03-10||This shirt in Ombré Floral|This shirt in Ombré Floral is a work of art. I receive so many compliments and questions about where I bought it. I feel like a million bucks in my Mira!
MMLaFleur|https://mmlafleur.com/products/mira-ombre-floral|Mira Anywhere Top - Printed Viscose :: Ombre Floral|||299|Tops|8022044541123|6|0|0|0|1|5|2025-01-30||Love the look, very classy,|Love the look, very classy, and comfortable.
MMLaFleur|https://mmlafleur.com/products/axam-ivory-red|Axam Layering Turtleneck - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||60|Tops|8036847648963|215|0|1|6|19|189|2025-05-28||I'm a sucker for this|I'm a sucker for this fabric. The pattern is unique, the turtleneck is just right, and the feel is cool and flattering. I always receive compliments when I wear.
MMLaFleur|https://mmlafleur.com/products/axam-ivory-red|Axam Layering Turtleneck - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||60|Tops|8036847648963|215|0|1|6|19|189|2025-05-10||Literally the best layering turtle|Literally the best layering turtle neck I have ever purchased! I’m going back for more colors :-)
MMLaFleur|https://mmlafleur.com/products/axam-ivory-red|Axam Layering Turtleneck - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||60|Tops|8036847648963|215|0|1|6|19|189|2025-05-09||Fit is perfect. Washes up|Fit is perfect. Washes up well. Adds polish to many different bottoms in my closet.
MMLaFleur|https://mmlafleur.com/products/axam-ivory-red|Axam Layering Turtleneck - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||60|Tops|8036847648963|215|0|1|6|19|189|2025-05-03||Very soft and easy to|Very soft and easy to wear as well as flattering. Unless you want it quite snug, size up.
MMLaFleur|https://mmlafleur.com/products/axam-ivory-red|Axam Layering Turtleneck - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||60|Tops|8036847648963|215|0|1|6|19|189|2025-04-30||Love the softness and versatility|Love the softness and versatility of this functional wardrobe piece. Can’t wait to add more colors to my collection!
MMLaFleur|https://mmlafleur.com/products/chana-ivory-red|Chana Fitted T-Shirt - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||50|Tops|8036848238787|15|0|0|0|1|14|2025-05-24||Super versatile neckline, contrast stitching|Super versatile neckline, contrast stitching is a nice detail.
MMLaFleur|https://mmlafleur.com/products/chana-ivory-red|Chana Fitted T-Shirt - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||50|Tops|8036848238787|15|0|0|0|1|14|2025-03-11|||Perfect fit!
MMLaFleur|https://mmlafleur.com/products/chana-ivory-red|Chana Fitted T-Shirt - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||50|Tops|8036848238787|15|0|0|0|1|14|2025-02-26||This is a beautiful and|This is a beautiful and soft Tee. It is quite fitted, so a little too tight for me. It might make sense to go up a size.
MMLaFleur|https://mmlafleur.com/products/chana-ivory-red|Chana Fitted T-Shirt - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||50|Tops|8036848238787|15|0|0|0|1|14|2025-01-20||I love this vibrant color.|I love this vibrant color. I order Ube in my matcha lattes lately. The fabric is so stinking soft and wears nicely with other complimentary colors like violet. The scoop neck is right for my petite frame and the fit is spot on. I will purchase in other colors.
MMLaFleur|https://mmlafleur.com/products/chana-ivory-red|Chana Fitted T-Shirt - Contrast Organic Ribbed Pima Cotton :: Ivory/Red|||50|Tops|8036848238787|15|0|0|0|1|14|2024-12-19||Stunning color and fit. Thank|Stunning color and fit. Thank you DC store for helping me choose such a flattering piece
MMLaFleur|https://mmlafleur.com/products/sabine-ivory|Sabine Sculptural Tank - Eco 365Knit :: Ivory|||159|Tops|7656231272643|19|0|0|3|1|15|2025-05-06||My new favorite! Thick, comfortable,|My new favorite! Thick, comfortable, washes like a dream, great coverage, and very flattery.
MMLaFleur|https://mmlafleur.com/products/sabine-ivory|Sabine Sculptural Tank - Eco 365Knit :: Ivory|||159|Tops|7656231272643|19|0|0|3|1|15|2025-05-01||I have this tank in|I have this tank in ivory and black. The knit fabric fits great and is high quality, and layers well under blazers and cardigans. Neckline shows off the collar bone beautifully. Hope to see it in more colors.
MMLaFleur|https://mmlafleur.com/products/sabine-ivory|Sabine Sculptural Tank - Eco 365Knit :: Ivory|||159|Tops|7656231272643|19|0|0|3|1|15|2025-04-28||Great fit, lightweight and incredibly|Great fit, lightweight and incredibly versatile. I’ll be buying the same too in black.
MMLaFleur|https://mmlafleur.com/products/sabine-ivory|Sabine Sculptural Tank - Eco 365Knit :: Ivory|||159|Tops|7656231272643|19|0|0|3|1|15|2025-04-14||Lovely, tts, good base layer|Lovely, tts, good base layer
MMLaFleur|https://mmlafleur.com/products/sabine-ivory|Sabine Sculptural Tank - Eco 365Knit :: Ivory|||159|Tops|7656231272643|19|0|0|3|1|15|2025-04-13||This will be a great|This will be a great option under jackets or sweaters when a V neckline doesn’t work
MMLaFleur|https://mmlafleur.com/products/jett-black|Jett Tank - Organic Ribbed Pima Cotton :: Black|||70|Tops|7656231239875|16|0|0|0|2|14|2025-05-23||Love it!|Love it!
MMLaFleur|https://mmlafleur.com/products/jett-black|Jett Tank - Organic Ribbed Pima Cotton :: Black|||70|Tops|7656231239875|16|0|0|0|2|14|2025-04-14||Great quality and fit. Nice|Great quality and fit. Nice transition piece that works for work and weekends. I also purchased the charcoal gray.
MMLaFleur|https://mmlafleur.com/products/mel-ivory|Mel Pointelle Cardigan - Cotton Silk Knit :: Ivory|||199|Tops|7675709194435|5|0|0|0|0|5|2025-05-24||Love this piece! It’s elegant,|"Love this piece!
It’s elegant, breathable, and the pointelle detailing at the seams is beautiful. I first ordered a Small, which was too big, but the Happy Return/exchange service was seamless. I received the XS in just a few days. Perfect fit and great experience!"
MMLaFleur|https://mmlafleur.com/products/mel-ivory|Mel Pointelle Cardigan - Cotton Silk Knit :: Ivory|||199|Tops|7675709194435|5|0|0|0|0|5|2024-11-27||Resilience of silk|"Whenever I see cotton/silk clothing, I 
have a tendency to buy it. 100%cotton normally does not keep it's shape over time. Cotton/silk clothing last so much longer and never fades or loses its shape.
Please offer more clothing like this."
MMLaFleur|https://mmlafleur.com/products/mel-ivory|Mel Pointelle Cardigan - Cotton Silk Knit :: Ivory|||199|Tops|7675709194435|5|0|0|0|0|5|2024-11-08||This is so simple, but|"This is so simple, but so perfect. it fits the 5’ lady and goes with everything. Wearing now with Lisey in cutout and Dark Olive Curieand everything goes so nicely.

MM LaF please consider other neutral colors!"
